id,Date,Full date,Year,Month
23193,02,2014-07-02,2014,07
23194,03,2014-07-03,2014,07
23195,04,2014-07-04,2014,07
23196,05,2014-07-05,2014,07
23197,06,2014-07-06,2014,07
23198,07,2014-07-07,2014,07
23199,08,2014-07-08,2014,07
23200,09,2014-07-09,2014,07
23201,10,2014-07-10,2014,07
23202,11,2014-07-11,2014,07
23203,12,2014-07-12,2014,07
23204,13,2014-07-13,2014,07
23205,14,2014-07-14,2014,07
23206,15,2014-07-15,2014,07
23207,16,2014-07-16,2014,07
23208,17,2014-07-17,2014,07
23209,18,2014-07-18,2014,07
23210,19,2014-07-19,2014,07
23211,20,2014-07-20,2014,07
23212,21,2014-07-21,2014,07
23213,22,2014-07-22,2014,07
23214,23,2014-07-23,2014,07
23215,24,2014-07-24,2014,07
23216,25,2014-07-25,2014,07
23217,26,2014-07-26,2014,07
23218,27,2014-07-27,2014,07
23219,28,2014-07-28,2014,07
23220,29,2014-07-29,2014,07
23221,30,2014-07-30,2014,07
23222,31,2014-07-31,2014,07
23223,01,2014-08-01,2014,08
23224,02,2014-08-02,2014,08
23225,03,2014-08-03,2014,08
23226,04,2014-08-04,2014,08
23227,05,2014-08-05,2014,08
23228,06,2014-08-06,2014,08
23229,07,2014-08-07,2014,08
23230,08,2014-08-08,2014,08
23231,09,2014-08-09,2014,08
23232,10,2014-08-10,2014,08
23233,11,2014-08-11,2014,08
23234,12,2014-08-12,2014,08
23235,13,2014-08-13,2014,08
23236,14,2014-08-14,2014,08
23237,15,2014-08-15,2014,08
23238,16,2014-08-16,2014,08
23239,17,2014-08-17,2014,08
23240,18,2014-08-18,2014,08
23241,19,2014-08-19,2014,08
23242,20,2014-08-20,2014,08
23243,21,2014-08-21,2014,08
23244,22,2014-08-22,2014,08
23245,23,2014-08-23,2014,08
23246,24,2014-08-24,2014,08
23247,25,2014-08-25,2014,08
23248,26,2014-08-26,2014,08
23249,27,2014-08-27,2014,08
23250,28,2014-08-28,2014,08
23251,29,2014-08-29,2014,08
23252,30,2014-08-30,2014,08
23253,31,2014-08-31,2014,08
23254,01,2014-09-01,2014,09
23255,02,2014-09-02,2014,09
23256,03,2014-09-03,2014,09
23257,04,2014-09-04,2014,09
23258,05,2014-09-05,2014,09
23259,06,2014-09-06,2014,09
23260,07,2014-09-07,2014,09
23261,08,2014-09-08,2014,09
23262,09,2014-09-09,2014,09
23263,10,2014-09-10,2014,09
23264,11,2014-09-11,2014,09
23265,12,2014-09-12,2014,09
23266,13,2014-09-13,2014,09
23267,14,2014-09-14,2014,09
23268,15,2014-09-15,2014,09
23269,16,2014-09-16,2014,09
23270,17,2014-09-17,2014,09
23271,18,2014-09-18,2014,09
23272,19,2014-09-19,2014,09
23273,20,2014-09-20,2014,09
23274,21,2014-09-21,2014,09
23275,22,2014-09-22,2014,09
23276,23,2014-09-23,2014,09
23277,24,2014-09-24,2014,09
23278,25,2014-09-25,2014,09
23279,26,2014-09-26,2014,09
23280,27,2014-09-27,2014,09
23281,28,2014-09-28,2014,09
23282,29,2014-09-29,2014,09
23283,30,2014-09-30,2014,09
23284,01,2014-10-01,2014,10
23285,02,2014-10-02,2014,10
23286,03,2014-10-03,2014,10
23287,04,2014-10-04,2014,10
23288,05,2014-10-05,2014,10
23289,06,2014-10-06,2014,10
23290,07,2014-10-07,2014,10
23291,08,2014-10-08,2014,10
23292,09,2014-10-09,2014,10
23293,10,2014-10-10,2014,10
23294,11,2014-10-11,2014,10
23295,12,2014-10-12,2014,10
23296,13,2014-10-13,2014,10
23297,14,2014-10-14,2014,10
23298,15,2014-10-15,2014,10
23299,16,2014-10-16,2014,10
23300,17,2014-10-17,2014,10
23301,18,2014-10-18,2014,10
23302,19,2014-10-19,2014,10
23303,20,2014-10-20,2014,10
23304,21,2014-10-21,2014,10
23305,22,2014-10-22,2014,10
23306,23,2014-10-23,2014,10
23307,24,2014-10-24,2014,10
23308,25,2014-10-25,2014,10
23309,26,2014-10-26,2014,10
23310,27,2014-10-27,2014,10
23311,28,2014-10-28,2014,10
23312,29,2014-10-29,2014,10
23313,30,2014-10-30,2014,10
23314,31,2014-10-31,2014,10
23315,01,2014-11-01,2014,11
23316,02,2014-11-02,2014,11
23317,03,2014-11-03,2014,11
23318,04,2014-11-04,2014,11
23319,05,2014-11-05,2014,11
23320,06,2014-11-06,2014,11
23321,07,2014-11-07,2014,11
23322,08,2014-11-08,2014,11
23323,09,2014-11-09,2014,11
23324,10,2014-11-10,2014,11
23325,11,2014-11-11,2014,11
23326,12,2014-11-12,2014,11
23327,13,2014-11-13,2014,11
23328,14,2014-11-14,2014,11
23329,15,2014-11-15,2014,11
23330,16,2014-11-16,2014,11
23331,17,2014-11-17,2014,11
23332,18,2014-11-18,2014,11
23333,19,2014-11-19,2014,11
23334,20,2014-11-20,2014,11
23335,21,2014-11-21,2014,11
23336,22,2014-11-22,2014,11
23337,23,2014-11-23,2014,11
23338,24,2014-11-24,2014,11
23339,25,2014-11-25,2014,11
23340,26,2014-11-26,2014,11
23341,27,2014-11-27,2014,11
23342,28,2014-11-28,2014,11
23343,29,2014-11-29,2014,11
23344,30,2014-11-30,2014,11
23345,01,2014-12-01,2014,12
23346,02,2014-12-02,2014,12
23347,03,2014-12-03,2014,12
23348,04,2014-12-04,2014,12
23349,05,2014-12-05,2014,12
23350,06,2014-12-06,2014,12
23351,07,2014-12-07,2014,12
23352,08,2014-12-08,2014,12
23353,09,2014-12-09,2014,12
23354,10,2014-12-10,2014,12
23355,11,2014-12-11,2014,12
23356,12,2014-12-12,2014,12
23357,13,2014-12-13,2014,12
23358,14,2014-12-14,2014,12
23359,15,2014-12-15,2014,12
23360,16,2014-12-16,2014,12
23361,17,2014-12-17,2014,12
23362,18,2014-12-18,2014,12
23363,19,2014-12-19,2014,12
23364,20,2014-12-20,2014,12
23365,21,2014-12-21,2014,12
23366,22,2014-12-22,2014,12
23367,23,2014-12-23,2014,12
23368,24,2014-12-24,2014,12
23369,25,2014-12-25,2014,12
23370,26,2014-12-26,2014,12
23371,27,2014-12-27,2014,12
23372,28,2014-12-28,2014,12
23373,29,2014-12-29,2014,12
23374,30,2014-12-30,2014,12
23375,31,2014-12-31,2014,12
23376,01,2015-01-01,2015,01
23377,02,2015-01-02,2015,01
23378,03,2015-01-03,2015,01
23379,04,2015-01-04,2015,01
23380,05,2015-01-05,2015,01
23381,06,2015-01-06,2015,01
23382,07,2015-01-07,2015,01
23383,08,2015-01-08,2015,01
23384,09,2015-01-09,2015,01
23385,10,2015-01-10,2015,01
23386,11,2015-01-11,2015,01
23387,12,2015-01-12,2015,01
23388,13,2015-01-13,2015,01
23389,14,2015-01-14,2015,01
23390,15,2015-01-15,2015,01
23391,16,2015-01-16,2015,01
23392,17,2015-01-17,2015,01
23393,18,2015-01-18,2015,01
23394,19,2015-01-19,2015,01
23395,20,2015-01-20,2015,01
23396,21,2015-01-21,2015,01
23397,22,2015-01-22,2015,01
23398,23,2015-01-23,2015,01
23399,24,2015-01-24,2015,01
23400,25,2015-01-25,2015,01
23401,26,2015-01-26,2015,01
23402,27,2015-01-27,2015,01
23403,28,2015-01-28,2015,01
23404,29,2015-01-29,2015,01
23405,30,2015-01-30,2015,01
23406,31,2015-01-31,2015,01
23407,01,2015-02-01,2015,02
23408,02,2015-02-02,2015,02
23409,03,2015-02-03,2015,02
23410,04,2015-02-04,2015,02
23411,05,2015-02-05,2015,02
23412,06,2015-02-06,2015,02
23413,07,2015-02-07,2015,02
23414,08,2015-02-08,2015,02
23415,09,2015-02-09,2015,02
23416,10,2015-02-10,2015,02
23417,11,2015-02-11,2015,02
23418,12,2015-02-12,2015,02
23419,13,2015-02-13,2015,02
23420,14,2015-02-14,2015,02
23421,15,2015-02-15,2015,02
23422,16,2015-02-16,2015,02
23423,17,2015-02-17,2015,02
23424,18,2015-02-18,2015,02
23425,19,2015-02-19,2015,02
23426,20,2015-02-20,2015,02
23427,21,2015-02-21,2015,02
23428,22,2015-02-22,2015,02
23429,23,2015-02-23,2015,02
23430,24,2015-02-24,2015,02
23431,25,2015-02-25,2015,02
23432,26,2015-02-26,2015,02
23433,27,2015-02-27,2015,02
23434,28,2015-02-28,2015,02
23435,01,2015-03-01,2015,03
23436,02,2015-03-02,2015,03
23437,03,2015-03-03,2015,03
23438,04,2015-03-04,2015,03
23439,05,2015-03-05,2015,03
23440,06,2015-03-06,2015,03
23441,07,2015-03-07,2015,03
23442,08,2015-03-08,2015,03
23443,09,2015-03-09,2015,03
23444,10,2015-03-10,2015,03
23445,11,2015-03-11,2015,03
23446,12,2015-03-12,2015,03
23447,13,2015-03-13,2015,03
23448,14,2015-03-14,2015,03
23449,15,2015-03-15,2015,03
23450,16,2015-03-16,2015,03
23451,17,2015-03-17,2015,03
23452,18,2015-03-18,2015,03
23453,19,2015-03-19,2015,03
23454,20,2015-03-20,2015,03
23455,21,2015-03-21,2015,03
23456,22,2015-03-22,2015,03
23457,23,2015-03-23,2015,03
23458,24,2015-03-24,2015,03
23459,25,2015-03-25,2015,03
23460,26,2015-03-26,2015,03
23461,27,2015-03-27,2015,03
23462,28,2015-03-28,2015,03
23463,29,2015-03-29,2015,03
23464,30,2015-03-30,2015,03
23465,31,2015-03-31,2015,03
23466,01,2015-04-01,2015,04
23467,02,2015-04-02,2015,04
23468,03,2015-04-03,2015,04
23469,04,2015-04-04,2015,04
23470,05,2015-04-05,2015,04
23471,06,2015-04-06,2015,04
23472,07,2015-04-07,2015,04
23473,08,2015-04-08,2015,04
23474,09,2015-04-09,2015,04
23475,10,2015-04-10,2015,04
23476,11,2015-04-11,2015,04
23477,12,2015-04-12,2015,04
23478,13,2015-04-13,2015,04
23479,14,2015-04-14,2015,04
23480,15,2015-04-15,2015,04
23481,16,2015-04-16,2015,04
23482,17,2015-04-17,2015,04
23483,18,2015-04-18,2015,04
23484,19,2015-04-19,2015,04
23485,20,2015-04-20,2015,04
23486,21,2015-04-21,2015,04
23487,22,2015-04-22,2015,04
23488,23,2015-04-23,2015,04
23489,24,2015-04-24,2015,04
23490,25,2015-04-25,2015,04
23491,26,2015-04-26,2015,04
23492,27,2015-04-27,2015,04
23493,28,2015-04-28,2015,04
23494,29,2015-04-29,2015,04
23495,30,2015-04-30,2015,04
23496,01,2015-05-01,2015,05
23497,02,2015-05-02,2015,05
23498,03,2015-05-03,2015,05
23499,04,2015-05-04,2015,05
23500,05,2015-05-05,2015,05
23501,06,2015-05-06,2015,05
23502,07,2015-05-07,2015,05
23503,08,2015-05-08,2015,05
23504,09,2015-05-09,2015,05
23505,10,2015-05-10,2015,05
23506,11,2015-05-11,2015,05
23507,12,2015-05-12,2015,05
23508,13,2015-05-13,2015,05
23509,14,2015-05-14,2015,05
23510,15,2015-05-15,2015,05
23511,16,2015-05-16,2015,05
23512,17,2015-05-17,2015,05
23513,18,2015-05-18,2015,05
23514,19,2015-05-19,2015,05
23515,20,2015-05-20,2015,05
23516,21,2015-05-21,2015,05
23517,22,2015-05-22,2015,05
23518,23,2015-05-23,2015,05
23519,24,2015-05-24,2015,05
23520,25,2015-05-25,2015,05
23521,26,2015-05-26,2015,05
23522,27,2015-05-27,2015,05
23523,28,2015-05-28,2015,05
23524,29,2015-05-29,2015,05
23525,30,2015-05-30,2015,05
23526,31,2015-05-31,2015,05
23527,01,2015-06-01,2015,06
23528,02,2015-06-02,2015,06
23529,03,2015-06-03,2015,06
23530,04,2015-06-04,2015,06
23531,05,2015-06-05,2015,06
23532,06,2015-06-06,2015,06
23533,07,2015-06-07,2015,06
23534,08,2015-06-08,2015,06
23535,09,2015-06-09,2015,06
23536,10,2015-06-10,2015,06
23537,11,2015-06-11,2015,06
23538,12,2015-06-12,2015,06
23539,13,2015-06-13,2015,06
23540,14,2015-06-14,2015,06
23541,15,2015-06-15,2015,06
23542,16,2015-06-16,2015,06
23543,17,2015-06-17,2015,06
23544,18,2015-06-18,2015,06
23545,19,2015-06-19,2015,06
23546,20,2015-06-20,2015,06
23547,21,2015-06-21,2015,06
23548,22,2015-06-22,2015,06
23549,23,2015-06-23,2015,06
23550,24,2015-06-24,2015,06
23551,25,2015-06-25,2015,06
23552,26,2015-06-26,2015,06
23553,27,2015-06-27,2015,06
23554,28,2015-06-28,2015,06
23555,29,2015-06-29,2015,06
23556,30,2015-06-30,2015,06
23557,01,2015-07-01,2015,07
23558,02,2015-07-02,2015,07
23559,03,2015-07-03,2015,07
23560,04,2015-07-04,2015,07
23561,05,2015-07-05,2015,07
23562,06,2015-07-06,2015,07
23563,07,2015-07-07,2015,07
23564,08,2015-07-08,2015,07
23565,09,2015-07-09,2015,07
23566,10,2015-07-10,2015,07
23567,11,2015-07-11,2015,07
23568,12,2015-07-12,2015,07
23569,13,2015-07-13,2015,07
23570,14,2015-07-14,2015,07
23571,15,2015-07-15,2015,07
23572,16,2015-07-16,2015,07
23573,17,2015-07-17,2015,07
23574,18,2015-07-18,2015,07
23575,19,2015-07-19,2015,07
23576,20,2015-07-20,2015,07
23577,21,2015-07-21,2015,07
23578,22,2015-07-22,2015,07
23579,23,2015-07-23,2015,07
23580,24,2015-07-24,2015,07
23581,25,2015-07-25,2015,07
23582,26,2015-07-26,2015,07
23583,27,2015-07-27,2015,07
23584,28,2015-07-28,2015,07
23585,29,2015-07-29,2015,07
23586,30,2015-07-30,2015,07
23587,31,2015-07-31,2015,07
23588,01,2015-08-01,2015,08
23589,02,2015-08-02,2015,08
23590,03,2015-08-03,2015,08
23591,04,2015-08-04,2015,08
23592,05,2015-08-05,2015,08
23593,06,2015-08-06,2015,08
23594,07,2015-08-07,2015,08
23595,08,2015-08-08,2015,08
23596,09,2015-08-09,2015,08
23597,10,2015-08-10,2015,08
23598,11,2015-08-11,2015,08
23599,12,2015-08-12,2015,08
23600,13,2015-08-13,2015,08
23601,14,2015-08-14,2015,08
23602,15,2015-08-15,2015,08
23603,16,2015-08-16,2015,08
23604,17,2015-08-17,2015,08
23605,18,2015-08-18,2015,08
23606,19,2015-08-19,2015,08
23607,20,2015-08-20,2015,08
23608,21,2015-08-21,2015,08
23609,22,2015-08-22,2015,08
23610,23,2015-08-23,2015,08
23611,24,2015-08-24,2015,08
23612,25,2015-08-25,2015,08
23613,26,2015-08-26,2015,08
23614,27,2015-08-27,2015,08
23615,28,2015-08-28,2015,08
23616,29,2015-08-29,2015,08
23617,30,2015-08-30,2015,08
23618,31,2015-08-31,2015,08
23619,01,2015-09-01,2015,09
23620,02,2015-09-02,2015,09
23621,03,2015-09-03,2015,09
23622,04,2015-09-04,2015,09
23623,05,2015-09-05,2015,09
23624,06,2015-09-06,2015,09
23625,07,2015-09-07,2015,09
23626,08,2015-09-08,2015,09
23627,09,2015-09-09,2015,09
23628,10,2015-09-10,2015,09
23629,11,2015-09-11,2015,09
23630,12,2015-09-12,2015,09
23631,13,2015-09-13,2015,09
23632,14,2015-09-14,2015,09
23633,15,2015-09-15,2015,09
23634,16,2015-09-16,2015,09
23635,17,2015-09-17,2015,09
23636,18,2015-09-18,2015,09
23637,19,2015-09-19,2015,09
23638,20,2015-09-20,2015,09
23639,21,2015-09-21,2015,09
23640,22,2015-09-22,2015,09
23641,23,2015-09-23,2015,09
23642,24,2015-09-24,2015,09
23643,25,2015-09-25,2015,09
23644,26,2015-09-26,2015,09
23645,27,2015-09-27,2015,09
23646,28,2015-09-28,2015,09
23647,29,2015-09-29,2015,09
23648,30,2015-09-30,2015,09
23649,01,2015-10-01,2015,10
23650,02,2015-10-02,2015,10
23651,03,2015-10-03,2015,10
23652,04,2015-10-04,2015,10
23653,05,2015-10-05,2015,10
23654,06,2015-10-06,2015,10
23655,07,2015-10-07,2015,10
23656,08,2015-10-08,2015,10
23657,09,2015-10-09,2015,10
23658,10,2015-10-10,2015,10
23659,11,2015-10-11,2015,10
23660,12,2015-10-12,2015,10
23661,13,2015-10-13,2015,10
23662,14,2015-10-14,2015,10
23663,15,2015-10-15,2015,10
23664,16,2015-10-16,2015,10
23665,17,2015-10-17,2015,10
23666,18,2015-10-18,2015,10
23667,19,2015-10-19,2015,10
23668,20,2015-10-20,2015,10
23669,21,2015-10-21,2015,10
23670,22,2015-10-22,2015,10
23671,23,2015-10-23,2015,10
23672,24,2015-10-24,2015,10
23673,25,2015-10-25,2015,10
23674,26,2015-10-26,2015,10
23675,27,2015-10-27,2015,10
23676,28,2015-10-28,2015,10
23677,29,2015-10-29,2015,10
23678,30,2015-10-30,2015,10
23679,31,2015-10-31,2015,10
23680,01,2015-11-01,2015,11
23681,02,2015-11-02,2015,11
23682,03,2015-11-03,2015,11
23683,04,2015-11-04,2015,11
23684,05,2015-11-05,2015,11
23685,06,2015-11-06,2015,11
23686,07,2015-11-07,2015,11
23687,08,2015-11-08,2015,11
23688,09,2015-11-09,2015,11
23689,10,2015-11-10,2015,11
23690,11,2015-11-11,2015,11
23691,12,2015-11-12,2015,11
23692,13,2015-11-13,2015,11
23693,14,2015-11-14,2015,11
23694,15,2015-11-15,2015,11
23695,16,2015-11-16,2015,11
23696,17,2015-11-17,2015,11
23697,18,2015-11-18,2015,11
23698,19,2015-11-19,2015,11
23699,20,2015-11-20,2015,11
23700,21,2015-11-21,2015,11
23701,22,2015-11-22,2015,11
23702,23,2015-11-23,2015,11
23703,24,2015-11-24,2015,11
23704,25,2015-11-25,2015,11
23705,26,2015-11-26,2015,11
23706,27,2015-11-27,2015,11
23707,28,2015-11-28,2015,11
23708,29,2015-11-29,2015,11
23709,30,2015-11-30,2015,11
23710,01,2015-12-01,2015,12
23711,02,2015-12-02,2015,12
23712,03,2015-12-03,2015,12
23713,04,2015-12-04,2015,12
23714,05,2015-12-05,2015,12
23715,06,2015-12-06,2015,12
23716,07,2015-12-07,2015,12
23717,08,2015-12-08,2015,12
23718,09,2015-12-09,2015,12
23719,10,2015-12-10,2015,12
23720,11,2015-12-11,2015,12
23721,12,2015-12-12,2015,12
23722,13,2015-12-13,2015,12
23723,14,2015-12-14,2015,12
23724,15,2015-12-15,2015,12
23725,16,2015-12-16,2015,12
23726,17,2015-12-17,2015,12
23727,18,2015-12-18,2015,12
23728,19,2015-12-19,2015,12
23729,20,2015-12-20,2015,12
23730,21,2015-12-21,2015,12
23731,22,2015-12-22,2015,12
23732,23,2015-12-23,2015,12
23733,24,2015-12-24,2015,12
23734,25,2015-12-25,2015,12
23735,26,2015-12-26,2015,12
23736,27,2015-12-27,2015,12
23737,28,2015-12-28,2015,12
23738,29,2015-12-29,2015,12
23739,30,2015-12-30,2015,12
23740,31,2015-12-31,2015,12
23741,01,2016-01-01,2016,01
23742,02,2016-01-02,2016,01
23743,03,2016-01-03,2016,01
23744,04,2016-01-04,2016,01
23745,05,2016-01-05,2016,01
23746,06,2016-01-06,2016,01
23747,07,2016-01-07,2016,01
23748,08,2016-01-08,2016,01
23749,09,2016-01-09,2016,01
23750,10,2016-01-10,2016,01
23751,11,2016-01-11,2016,01
23752,12,2016-01-12,2016,01
23753,13,2016-01-13,2016,01
23754,14,2016-01-14,2016,01
23755,15,2016-01-15,2016,01
23756,16,2016-01-16,2016,01
23757,17,2016-01-17,2016,01
23758,18,2016-01-18,2016,01
23759,19,2016-01-19,2016,01
23760,20,2016-01-20,2016,01
23761,21,2016-01-21,2016,01
23762,22,2016-01-22,2016,01
23763,23,2016-01-23,2016,01
23764,24,2016-01-24,2016,01
23765,25,2016-01-25,2016,01
23766,26,2016-01-26,2016,01
23767,27,2016-01-27,2016,01
23768,28,2016-01-28,2016,01
23769,29,2016-01-29,2016,01
23770,30,2016-01-30,2016,01
23771,31,2016-01-31,2016,01
23772,01,2016-02-01,2016,02
23773,02,2016-02-02,2016,02
23774,03,2016-02-03,2016,02
23775,04,2016-02-04,2016,02
23776,05,2016-02-05,2016,02
23777,06,2016-02-06,2016,02
23778,07,2016-02-07,2016,02
23779,08,2016-02-08,2016,02
23780,09,2016-02-09,2016,02
23781,10,2016-02-10,2016,02
23782,11,2016-02-11,2016,02
23783,12,2016-02-12,2016,02
23784,13,2016-02-13,2016,02
23785,14,2016-02-14,2016,02
23786,15,2016-02-15,2016,02
23787,16,2016-02-16,2016,02
23788,17,2016-02-17,2016,02
23789,18,2016-02-18,2016,02
23790,19,2016-02-19,2016,02
23791,20,2016-02-20,2016,02
23792,21,2016-02-21,2016,02
23793,22,2016-02-22,2016,02
23794,23,2016-02-23,2016,02
23795,24,2016-02-24,2016,02
23796,25,2016-02-25,2016,02
23797,26,2016-02-26,2016,02
23798,27,2016-02-27,2016,02
23799,28,2016-02-28,2016,02
23800,29,2016-02-29,2016,02
23801,01,2016-03-01,2016,03
23802,02,2016-03-02,2016,03
23803,03,2016-03-03,2016,03
23804,04,2016-03-04,2016,03
23805,05,2016-03-05,2016,03
23806,06,2016-03-06,2016,03
23807,07,2016-03-07,2016,03
23808,08,2016-03-08,2016,03
23809,09,2016-03-09,2016,03
23810,10,2016-03-10,2016,03
23811,11,2016-03-11,2016,03
23812,12,2016-03-12,2016,03
23813,13,2016-03-13,2016,03
23814,14,2016-03-14,2016,03
23815,15,2016-03-15,2016,03
23816,16,2016-03-16,2016,03
23817,17,2016-03-17,2016,03
23818,18,2016-03-18,2016,03
23819,19,2016-03-19,2016,03
23820,20,2016-03-20,2016,03
23821,21,2016-03-21,2016,03
23822,22,2016-03-22,2016,03
23823,23,2016-03-23,2016,03
23824,24,2016-03-24,2016,03
23825,25,2016-03-25,2016,03
23826,26,2016-03-26,2016,03
23827,27,2016-03-27,2016,03
23828,28,2016-03-28,2016,03
23829,29,2016-03-29,2016,03
23830,30,2016-03-30,2016,03
23831,31,2016-03-31,2016,03
23832,01,2016-04-01,2016,04
23833,02,2016-04-02,2016,04
23834,03,2016-04-03,2016,04
23835,04,2016-04-04,2016,04
23836,05,2016-04-05,2016,04
23837,06,2016-04-06,2016,04
23838,07,2016-04-07,2016,04
23839,08,2016-04-08,2016,04
23840,09,2016-04-09,2016,04
23841,10,2016-04-10,2016,04
23842,11,2016-04-11,2016,04
23843,12,2016-04-12,2016,04
23844,13,2016-04-13,2016,04
23845,14,2016-04-14,2016,04
23846,15,2016-04-15,2016,04
23847,16,2016-04-16,2016,04
23848,17,2016-04-17,2016,04
23849,18,2016-04-18,2016,04
23850,19,2016-04-19,2016,04
23851,20,2016-04-20,2016,04
23852,21,2016-04-21,2016,04
23853,22,2016-04-22,2016,04
23854,23,2016-04-23,2016,04
23855,24,2016-04-24,2016,04
23856,25,2016-04-25,2016,04
23857,26,2016-04-26,2016,04
23858,27,2016-04-27,2016,04
23859,28,2016-04-28,2016,04
23860,29,2016-04-29,2016,04
23861,30,2016-04-30,2016,04
23862,01,2016-05-01,2016,05
23863,02,2016-05-02,2016,05
23864,03,2016-05-03,2016,05
23865,04,2016-05-04,2016,05
23866,05,2016-05-05,2016,05
23867,06,2016-05-06,2016,05
23868,07,2016-05-07,2016,05
23869,08,2016-05-08,2016,05
23870,09,2016-05-09,2016,05
23871,10,2016-05-10,2016,05
23872,11,2016-05-11,2016,05
23873,12,2016-05-12,2016,05
23874,13,2016-05-13,2016,05
23875,14,2016-05-14,2016,05
23876,15,2016-05-15,2016,05
23877,16,2016-05-16,2016,05
23878,17,2016-05-17,2016,05
23879,18,2016-05-18,2016,05
23880,19,2016-05-19,2016,05
23881,20,2016-05-20,2016,05
23882,21,2016-05-21,2016,05
23883,22,2016-05-22,2016,05
23884,23,2016-05-23,2016,05
23885,24,2016-05-24,2016,05
23886,25,2016-05-25,2016,05
23887,26,2016-05-26,2016,05
23888,27,2016-05-27,2016,05
23889,28,2016-05-28,2016,05
23890,29,2016-05-29,2016,05
23891,30,2016-05-30,2016,05
23892,31,2016-05-31,2016,05
23893,01,2016-06-01,2016,06
23894,02,2016-06-02,2016,06
23895,03,2016-06-03,2016,06
23896,04,2016-06-04,2016,06
23897,05,2016-06-05,2016,06
23898,06,2016-06-06,2016,06
23899,07,2016-06-07,2016,06
23900,08,2016-06-08,2016,06
23901,09,2016-06-09,2016,06
23902,10,2016-06-10,2016,06
23903,11,2016-06-11,2016,06
23904,12,2016-06-12,2016,06
23905,13,2016-06-13,2016,06
23906,14,2016-06-14,2016,06
23907,15,2016-06-15,2016,06
23908,16,2016-06-16,2016,06
23909,17,2016-06-17,2016,06
23910,18,2016-06-18,2016,06
23911,19,2016-06-19,2016,06
23912,20,2016-06-20,2016,06
23913,21,2016-06-21,2016,06
23914,22,2016-06-22,2016,06
23915,23,2016-06-23,2016,06
23916,24,2016-06-24,2016,06
23917,25,2016-06-25,2016,06
23918,26,2016-06-26,2016,06
23919,27,2016-06-27,2016,06
23920,28,2016-06-28,2016,06
23921,29,2016-06-29,2016,06
23922,30,2016-06-30,2016,06
23923,01,2016-07-01,2016,07
23924,02,2016-07-02,2016,07
23925,03,2016-07-03,2016,07
23926,04,2016-07-04,2016,07
23927,05,2016-07-05,2016,07
23928,06,2016-07-06,2016,07
23929,07,2016-07-07,2016,07
23930,08,2016-07-08,2016,07
23931,09,2016-07-09,2016,07
23932,10,2016-07-10,2016,07
23933,11,2016-07-11,2016,07
23934,12,2016-07-12,2016,07
23935,13,2016-07-13,2016,07
23936,14,2016-07-14,2016,07
23937,15,2016-07-15,2016,07
23938,16,2016-07-16,2016,07
23939,17,2016-07-17,2016,07
23940,18,2016-07-18,2016,07
23941,19,2016-07-19,2016,07
23942,20,2016-07-20,2016,07
23943,21,2016-07-21,2016,07
23944,22,2016-07-22,2016,07
23945,23,2016-07-23,2016,07
23946,24,2016-07-24,2016,07
23947,25,2016-07-25,2016,07
23948,26,2016-07-26,2016,07
23949,27,2016-07-27,2016,07
23950,28,2016-07-28,2016,07
23951,29,2016-07-29,2016,07
23952,30,2016-07-30,2016,07
23953,31,2016-07-31,2016,07
23954,01,2016-08-01,2016,08
23955,02,2016-08-02,2016,08
23956,03,2016-08-03,2016,08
23957,04,2016-08-04,2016,08
23958,05,2016-08-05,2016,08
23959,06,2016-08-06,2016,08
23960,07,2016-08-07,2016,08
23961,08,2016-08-08,2016,08
23962,09,2016-08-09,2016,08
23963,10,2016-08-10,2016,08
23964,11,2016-08-11,2016,08
23965,12,2016-08-12,2016,08
23966,13,2016-08-13,2016,08
23967,14,2016-08-14,2016,08
23968,15,2016-08-15,2016,08
23969,16,2016-08-16,2016,08
23970,17,2016-08-17,2016,08
23971,18,2016-08-18,2016,08
23972,19,2016-08-19,2016,08
23973,20,2016-08-20,2016,08
23974,21,2016-08-21,2016,08
23975,22,2016-08-22,2016,08
23976,23,2016-08-23,2016,08
23977,24,2016-08-24,2016,08
23978,25,2016-08-25,2016,08
23979,26,2016-08-26,2016,08
23980,27,2016-08-27,2016,08
23981,28,2016-08-28,2016,08
23982,29,2016-08-29,2016,08
23983,30,2016-08-30,2016,08
23984,31,2016-08-31,2016,08
23985,01,2016-09-01,2016,09
23986,02,2016-09-02,2016,09
23987,03,2016-09-03,2016,09
23988,04,2016-09-04,2016,09
23989,05,2016-09-05,2016,09
23990,06,2016-09-06,2016,09
23991,07,2016-09-07,2016,09
23992,08,2016-09-08,2016,09
23993,09,2016-09-09,2016,09
23994,10,2016-09-10,2016,09
23995,11,2016-09-11,2016,09
23996,12,2016-09-12,2016,09
23997,13,2016-09-13,2016,09
23998,14,2016-09-14,2016,09
23999,15,2016-09-15,2016,09
24000,16,2016-09-16,2016,09
24001,17,2016-09-17,2016,09
24002,18,2016-09-18,2016,09
24003,19,2016-09-19,2016,09
24004,20,2016-09-20,2016,09
24005,21,2016-09-21,2016,09
24006,22,2016-09-22,2016,09
24007,23,2016-09-23,2016,09
24008,24,2016-09-24,2016,09
24009,25,2016-09-25,2016,09
24010,26,2016-09-26,2016,09
24011,27,2016-09-27,2016,09
24012,28,2016-09-28,2016,09
24013,29,2016-09-29,2016,09
24014,30,2016-09-30,2016,09
